Especie,Breed,Age (Years),Weight (kg),Gender
Gato,Manx,10,4.3,Female
Gato,Persian,6,6.3,Male
Gato,Scottish Fold,17,4.5,Male
Gato,Balinese,18,4.8,Male
Gato,Cornish Rex,10,3.3,Male
Gato,Ragdoll,13,8.0,Male
Gato,Savannah,16,10.2,Male
Gato,American Shorthair,7,4.9,Female
Gato,Cornish Rex,15,3.8,Male
Gato,Munchkin,2,3.6,Male
Gato,Siamese,5,2.7,Female
Gato,Persian,17,4.7,Male
Gato,Persian,5,4.8,Male
Gato,Bengal,8,4.9,Female
Gato,Chartreux,15,5.5,Male
Gato,Sphynx,8,4.3,Male
Gato,British Shorthair,3,7.7,Male
Gato,Balinese,16,3.1,Female
Gato,Himalayan,16,4.9,Male
Gato,Norwegian Forest,19,5.3,Female
Gato,Bengal,12,5.1,Male
Gato,Oriental,15,3.7,Female
Gato,Scottish Fold,8,4.9,Male
Gato,Singapura,3,2.5,Male
Gato,Burmese,18,4.9,Female
Gato,Maine Coon,4,7.9,Female
Gato,Maine Coon,8,7.6,Female
Gato,Abyssinian,14,4.1,Female
Gato,Oriental,17,4.0,Female
Gato,Manx,6,4.6,Male
Gato,Ragdoll,5,6.3,Female
Gato,British Shorthair,14,5.6,Female
Gato,Cornish Rex,6,2.8,Female
Gato,Savannah,12,5.9,Female
Gato,Turkish Angora,9,3.6,Male
Gato,American Shorthair,1,6.2,Male
Gato,Ocicat,18,5.3,Female
Gato,Persian,6,4.7,Female
Gato,Turkish Angora,5,3.9,Male
Gato,Ragdoll,2,6.7,Male
Gato,Chartreux,6,5.6,Male
Gato,Russian Blue,17,4.8,Male
Gato,Manx,7,5.4,Male
Gato,Scottish Fold,9,5.8,Male
Gato,Balinese,5,4.0,Female
Gato,Savannah,11,8.3,Female
Gato,Bengal,11,5.7,Female
Gato,British Shorthair,4,6.6,Male
Gato,Bengal,6,3.6,Female
Gato,Norwegian Forest,10,4.3,Female
Gato,Balinese,9,3.1,Female
Gato,Ragdoll,18,6.8,Male
Gato,Russian Blue,9,4.2,Male
Gato,Bengal,11,6.9,Male
Gato,Balinese,2,2.8,Female
Gato,Birman,15,5.4,Male
Gato,Turkish Angora,6,3.7,Female
Gato,Norwegian Forest,17,6.1,Female
Gato,Balinese,4,3.6,Female
Gato,Ragdoll,8,7.0,Male
Gato,Singapura,2,3.2,Male
Gato,Cornish Rex,9,2.7,Female
Gato,Norwegian Forest,1,7.0,Female
Gato,Siberian,6,5.0,Female
Gato,Chartreux,16,3.7,Female
Gato,Chartreux,7,6.2,Male
Gato,Devon Rex,16,4.1,Male
Gato,Himalayan,6,3.9,Female
Gato,Sphynx,10,4.9,Male
Gato,Oriental,18,2.8,Female
Gato,Ragdoll,17,8.0,Male
Gato,Persian,17,3.6,Female
Gato,Sphynx,12,3.4,Female
Gato,Persian,15,3.4,Female
Gato,Himalayan,6,3.6,Female
Gato,American Shorthair,16,5.5,Male
Gato,Bengal,14,5.8,Male
Gato,Siamese,12,2.8,Female
Gato,Devon Rex,12,3.5,Male
Gato,Exotic Shorthair,2,4.6,Female
Gato,Ragdoll,8,6.5,Male
Gato,Siamese,17,3.6,Female
Gato,Scottish Fold,8,5.9,Male
Gato,Siberian,16,5.4,Female
Gato,Devon Rex,1,3.7,Female
Gato,Abyssinian,5,3.1,Female
Gato,Chartreux,19,3.1,Female
Gato,Oriental,3,3.7,Female
Gato,Persian,9,6.0,Male
Gato,Scottish Fold,11,5.7,Male
Gato,American Shorthair,6,3.6,Female
Gato,Savannah,7,8.0,Female
Gato,Singapura,7,2.9,Male
Gato,Cornish Rex,5,2.9,Female
Gato,Ocicat,2,3.9,Female
Gato,Siamese,5,4.1,Female
Gato,Manx,6,3.6,Female
Gato,Siamese,6,3.8,Female
Gato,Ragdoll,7,7.9,Male
Gato,Ocicat,4,5.2,Female
Gato,Ragdoll,18,8.2,Male
Gato,American Shorthair,16,5.5,Female
Gato,Turkish Angora,19,3.7,Male
Gato,Ragdoll,10,4.5,Female
Gato,Balinese,5,4.3,Male
Gato,Himalayan,18,4.7,Male
Gato,American Shorthair,3,5.0,Male
Gato,Ocicat,4,3.9,Female
Gato,Turkish Angora,14,3.9,Male
Gato,Oriental,12,3.5,Male
Gato,Singapura,14,2.6,Male
Gato,Maine Coon,5,10.6,Male
Gato,Bengal,18,5.4,Male
Gato,Scottish Fold,7,6.0,Male
Gato,Tonkinese,16,4.4,Female
Gato,Savannah,3,7.7,Male
Gato,Birman,11,5.0,Male
Gato,Savannah,18,7.3,Female
Gato,Siamese,6,4.5,Male
Gato,Egyptian Mau,5,3.2,Female
Gato,Devon Rex,5,3.4,Male
Gato,Persian,16,3.2,Female
Gato,Tonkinese,3,4.7,Male
Gato,Persian,12,6.5,Male
Gato,British Shorthair,3,5.7,Female
Gato,Egyptian Mau,2,5.4,Male
Gato,Turkish Angora,15,5.0,Male
Gato,Scottish Fold,17,4.3,Female
Gato,Egyptian Mau,12,4.1,Male
Gato,Burmese,2,5.7,Male
Gato,Munchkin,2,3.4,Male
Gato,Birman,14,3.9,Male
Gato,Siberian,7,7.4,Male
Gato,Burmese,14,4.8,Female
Gato,Exotic Shorthair,7,4.0,Female
Gato,Siamese,17,3.3,Female
Gato,Ragdoll,4,5.0,Female
Gato,Siamese,15,2.6,Female
Gato,Savannah,3,5.3,Female
Gato,Siberian,6,6.4,Female
Gato,Devon Rex,8,4.3,Male
Gato,Birman,16,3.2,Female
Gato,Birman,15,3.5,Female
Gato,Egyptian Mau,4,4.4,Male
Gato,Birman,8,3.0,Female
Gato,Singapura,8,2.5,Female
Gato,Siamese,7,4.5,Male
Gato,Burmese,18,5.3,Male
Gato,Balinese,12,3.1,Female
Gato,Ragdoll,4,6.1,Female
Gato,Russian Blue,14,4.0,Male
Gato,Exotic Shorthair,5,4.9,Male
Gato,Turkish Angora,7,4.9,Male
Gato,Persian,12,6.0,Male
Gato,Bengal,15,6.8,Male
Gato,Ragdoll,19,8.8,Male
Gato,Siberian,13,7.9,Male
Gato,Savannah,4,10.7,Male
Gato,Munchkin,6,3.4,Male
Gato,Tonkinese,8,2.5,Female
Gato,Siberian,15,4.2,Female
Gato,Manx,12,4.3,Male
Gato,Siberian,10,4.3,Female
Gato,Savannah,12,8.5,Male
Gato,Burmese,17,5.4,Male
Gato,Devon Rex,8,4.2,Male
Gato,Burmese,2,4.2,Female
Gato,Exotic Shorthair,19,4.8,Male
Gato,Chartreux,1,6.3,Male
Gato,Turkish Angora,10,3.1,Female
Gato,Manx,9,3.5,Female
Gato,Devon Rex,19,2.9,Female
Gato,Munchkin,12,2.8,Female
Gato,Manx,18,4.6,Male
Gato,Tonkinese,16,4.1,Female
Gato,Chartreux,4,6.4,Male
Gato,Exotic Shorthair,11,5.9,Male
Gato,Egyptian Mau,15,3.3,Female
Gato,Maine Coon,16,7.9,Female
Gato,Birman,2,5.0,Male
Gato,Bengal,12,3.9,Female
Gato,Ocicat,8,6.2,Male
Gato,Ocicat,12,4.6,Female
Gato,Manx,14,4.1,Female
Gato,British Shorthair,3,5.7,Male
Gato,Chartreux,2,5.7,Male
Gato,Siberian,17,4.3,Female
Gato,Abyssinian,2,3.2,Female
Gato,Burmese,17,4.3,Male
Gato,Burmese,2,4.9,Female
Gato,Norwegian Forest,2,6.7,Male
Gato,Oriental,13,3.1,Female
Gato,American Shorthair,7,4.2,Female
Gato,Birman,9,5.3,Male
Gato,Tonkinese,9,4.6,Male
Gato,Norwegian Forest,14,7.0,Female
Gato,Savannah,11,6.2,Female
Gato,British Shorthair,19,4.3,Female
Gato,Norwegian Forest,1,5.8,Female
Gato,Exotic Shorthair,5,5.2,Male
Gato,Manx,1,5.2,Male
Gato,Maine Coon,6,8.2,Female
Gato,Tonkinese,16,3.4,Female
Gato,Russian Blue,16,5.5,Male
Gato,Burmese,13,5.1,Male
Gato,Exotic Shorthair,14,4.0,Female
Gato,Burmese,11,4.0,Female
Gato,Ragdoll,10,6.2,Male
Gato,American Shorthair,17,6.6,Male
Gato,Norwegian Forest,7,6.1,Male
Gato,Ragdoll,4,7.0,Male
Gato,Scottish Fold,17,5.2,Male
Gato,Russian Blue,1,3.1,Female
Gato,British Shorthair,2,4.2,Female
Gato,Ragdoll,19,6.5,Female
Gato,Tonkinese,1,2.6,Female
Gato,Exotic Shorthair,12,4.4,Female
Gato,Sphynx,19,4.4,Male
Gato,Cornish Rex,19,3.5,Male
Gato,Savannah,16,7.8,Male
Gato,Persian,16,6.0,Male
Gato,Savannah,8,8.7,Female
Gato,Birman,13,3.2,Female
Gato,Balinese,14,4.9,Male
Gato,Scottish Fold,19,5.2,Male
Gato,Tonkinese,15,3.8,Female
Gato,Savannah,15,7.8,Female
Gato,Sphynx,8,5.0,Male
Gato,Exotic Shorthair,13,5.1,Female
Gato,Munchkin,12,3.0,Female
Gato,Norwegian Forest,13,5.7,Female
Gato,Birman,16,3.5,Female
Gato,Siamese,12,2.7,Female
Gato,Ocicat,14,6.2,Male
Gato,Egyptian Mau,15,4.1,Male
Gato,Manx,19,3.9,Female
Gato,Cornish Rex,5,2.6,Female
Gato,Chartreux,2,4.9,Male
Gato,Egyptian Mau,18,4.2,Female
Gato,Turkish Angora,18,4.4,Male
Gato,Balinese,17,4.1,Male
Gato,Chartreux,10,4.6,Male
Gato,Exotic Shorthair,17,5.4,Male
Gato,Ragdoll,3,5.5,Female
Gato,Ragdoll,16,8.2,Male
Gato,Abyssinian,18,4.5,Male
Gato,Oriental,7,3.3,Female
Gato,Oriental,1,4.2,Male
Gato,Oriental,7,4.9,Male
Gato,Cornish Rex,13,3.5,Female
Gato,Ragdoll,16,7.5,Male
Gato,Turkish Angora,11,3.3,Female
Gato,Singapura,3,2.0,Female
Gato,American Shorthair,9,5.6,Female
Gato,Russian Blue,7,3.5,Female
Gato,Ragdoll,3,6.8,Male
Gato,Oriental,1,5.0,Male
Gato,Scottish Fold,11,5.5,Male
Gato,Ocicat,13,4.8,Male
Gato,Siberian,4,6.0,Male
Gato,Abyssinian,10,3.0,Female
Gato,Abyssinian,8,3.8,Female
Gato,Exotic Shorthair,17,3.6,Female
Gato,Chartreux,11,5.4,Female
Gato,Maine Coon,5,10.7,Male
Gato,Russian Blue,18,3.9,Female
Gato,Siamese,4,3.5,Female
Gato,Siamese,6,3.8,Male
Gato,Burmese,7,4.2,Male
Gato,Maine Coon,12,9.9,Male
Gato,Sphynx,3,4.0,Male
Gato,Birman,8,3.1,Female
Gato,Bengal,10,5.4,Male
Gato,Persian,1,3.0,Female
Gato,Savannah,17,8.8,Male
Gato,Siamese,18,3.6,Female
Gato,Sphynx,9,4.3,Female
Gato,Chartreux,16,6.0,Male
Gato,Devon Rex,17,4.3,Male
Gato,Birman,18,3.7,Female
Gato,Exotic Shorthair,11,5.2,Female
Gato,Maine Coon,18,8.9,Male
Gato,Himalayan,4,3.4,Female
Gato,Devon Rex,8,3.7,Female
Gato,Ragdoll,10,5.3,Female
Gato,Burmese,4,3.1,Female
Gato,Ocicat,8,5.3,Male
Gato,Birman,17,4.5,Male
Gato,Balinese,3,3.1,Female
Gato,Bengal,5,4.7,Female
Gato,Devon Rex,5,4.3,Male
Gato,Manx,7,4.6,Male
Gato,Ragdoll,1,6.0,Female
Gato,Abyssinian,18,3.4,Female
Gato,Munchkin,6,3.3,Female
Gato,Ragdoll,15,6.5,Male
Gato,American Shorthair,9,5.0,Male
Gato,Exotic Shorthair,3,4.5,Female
Gato,Himalayan,18,5.4,Male
Gato,Maine Coon,16,7.9,Female
Gato,American Shorthair,17,6.1,Male
Gato,Himalayan,9,4.5,Female
Gato,Exotic Shorthair,13,4.3,Female
Gato,Balinese,8,2.6,Female
Gato,Exotic Shorthair,13,4.8,Male
Gato,Siamese,1,2.6,Female
Gato,Sphynx,12,3.5,Female
Gato,Sphynx,12,3.8,Female
Gato,Russian Blue,9,4.5,Male
Gato,Russian Blue,1,4.8,Male
Gato,Chartreux,14,4.2,Female
Gato,Exotic Shorthair,14,5.9,Male
Gato,Siamese,6,4.5,Male
Gato,Norwegian Forest,16,5.0,Female
Gato,Ocicat,8,4.3,Female
Gato,Chartreux,19,4.5,Female
Gato,Abyssinian,5,4.5,Male
Gato,Abyssinian,15,3.4,Female
Gato,Savannah,13,8.4,Male
Gato,Tonkinese,6,3.9,Female
Gato,Himalayan,17,4.3,Female
Gato,British Shorthair,5,5.8,Male
Gato,Abyssinian,10,4.3,Male
Gato,American Shorthair,5,5.5,Female
Gato,Munchkin,17,2.5,Female
Gato,Savannah,19,8.3,Female
Gato,Egyptian Mau,6,3.3,Female
Gato,Himalayan,15,5.0,Male
Gato,Oriental,4,3.2,Female
Gato,Exotic Shorthair,17,3.5,Female
Gato,Turkish Angora,1,4.9,Male
Gato,Chartreux,18,5.6,Male
Gato,Oriental,10,4.1,Female
Gato,Manx,19,4.6,Male
Gato,American Shorthair,2,6.7,Male
Gato,Persian,17,6.3,Male
Gato,Ocicat,18,4.8,Female
Gato,Oriental,13,2.8,Female
Gato,Munchkin,7,3.2,Female
Gato,Savannah,5,9.2,Male
Gato,Himalayan,4,4.8,Female
Gato,Oriental,7,4.1,Male
Gato,Singapura,5,2.3,Female
Gato,Persian,19,3.3,Female
Gato,Tonkinese,7,3.9,Female
Gato,Devon Rex,13,4.5,Male
Gato,Scottish Fold,4,4.1,Male
Gato,Bengal,15,5.2,Female
Gato,Burmese,18,4.8,Female
Gato,Balinese,4,2.6,Female
Gato,Ragdoll,4,6.4,Male
Gato,Birman,5,4.1,Female
Gato,Burmese,8,4.3,Female
Gato,Ocicat,11,3.7,Female
Gato,Exotic Shorthair,11,5.1,Female
Gato,Ocicat,18,4.7,Female
Gato,Turkish Angora,19,4.8,Male
Gato,Cornish Rex,17,3.6,Female
Gato,Persian,1,6.1,Male
Gato,Egyptian Mau,5,5.1,Male
Gato,Birman,3,3.4,Female
Gato,Abyssinian,14,3.7,Female
Gato,Cornish Rex,2,2.6,Female
Gato,Siberian,3,6.1,Female
Gato,Singapura,3,2.1,Female
Gato,Himalayan,13,5.0,Male
Gato,Burmese,8,4.2,Male
Gato,Balinese,14,3.0,Female
Gato,Cornish Rex,18,3.5,Male
Gato,Persian,13,5.6,Male
Gato,Savannah,18,8.1,Female
Gato,Munchkin,1,3.1,Male
Gato,Bengal,2,6.7,Male
Gato,Manx,5,5.3,Male
Gato,Persian,11,5.0,Male
Gato,Scottish Fold,11,4.3,Female
Gato,Turkish Angora,1,3.2,Female
Gato,Tonkinese,3,2.8,Female
Gato,Munchkin,2,3.0,Female
Gato,Balinese,14,2.6,Female
Gato,American Shorthair,16,6.7,Male
Gato,Bengal,18,5.6,Female
Gato,Tonkinese,5,5.2,Male
Gato,Ragdoll,8,7.7,Male
Gato,Singapura,7,2.5,Female
Gato,Egyptian Mau,10,4.9,Female
Gato,Abyssinian,16,3.3,Female
Gato,Birman,19,3.1,Female
Gato,Exotic Shorthair,11,4.6,Female
Gato,Siberian,19,6.8,Male
Gato,Sphynx,3,4.4,Male
Gato,Persian,18,4.2,Male
Gato,Birman,4,4.0,Female
Gato,Norwegian Forest,17,6.6,Male
Gato,Norwegian Forest,13,4.6,Female
Gato,Chartreux,4,4.5,Male
Gato,Savannah,14,6.4,Female
Gato,Bengal,3,6.7,Male
Gato,Abyssinian,4,3.4,Female
Gato,Munchkin,18,3.2,Female
Gato,Siberian,13,8.2,Male
Gato,Singapura,7,2.8,Male
Gato,Scottish Fold,11,4.6,Female
Gato,Balinese,11,4.5,Male
Gato,Turkish Angora,6,4.3,Male
Gato,Himalayan,11,4.1,Male
Gato,Ocicat,9,4.8,Male
Gato,Egyptian Mau,16,4.9,Female
Gato,Ragdoll,5,8.4,Male
Gato,Oriental,6,4.0,Female
Gato,American Shorthair,4,6.8,Male
Gato,Chartreux,8,3.1,Female
Gato,Siamese,16,4.7,Male
Gato,Egyptian Mau,16,4.9,Male
Gato,Chartreux,11,5.1,Female
Gato,Singapura,14,2.5,Male
Gato,Savannah,8,8.2,Male
Gato,Cornish Rex,6,3.5,Female
Gato,Munchkin,8,3.3,Female
Gato,Munchkin,19,3.1,Female
Gato,American Shorthair,8,4.2,Female
Gato,Siberian,1,5.0,Female
Gato,Cornish Rex,13,3.8,Female
Gato,Maine Coon,8,8.6,Male
Gato,British Shorthair,9,6.6,Male
Gato,Scottish Fold,16,5.1,Male
Gato,Chartreux,5,5.5,Male
Gato,Devon Rex,11,3.9,Male
Gato,Ocicat,17,5.7,Male
Gato,Devon Rex,9,4.3,Male
Gato,Singapura,17,2.9,Female
Gato,Munchkin,15,3.9,Male
Gato,Ragdoll,1,6.2,Female
Gato,Singapura,16,3.0,Male
Gato,Himalayan,13,4.4,Female
Gato,Scottish Fold,3,5.7,Male
Gato,Oriental,14,4.3,Male
Gato,Russian Blue,3,5.0,Male
Gato,Siberian,18,6.4,Female
Gato,Manx,14,5.1,Male
Gato,British Shorthair,17,7.3,Male
Gato,British Shorthair,6,4.5,Female
Gato,Abyssinian,8,4.3,Male
Gato,Birman,2,4.8,Male
Gato,Siberian,18,5.8,Male
Gato,Burmese,3,5.7,Male
Gato,Abyssinian,2,4.5,Male
Gato,Devon Rex,5,2.7,Female
Gato,Burmese,9,5.6,Male
Gato,Tonkinese,19,4.9,Male
Gato,Burmese,2,5.5,Male
Gato,Norwegian Forest,4,7.0,Male
Gato,Manx,17,4.6,Female
Gato,Birman,4,3.7,Female
Gato,Ragdoll,6,6.2,Female
Gato,British Shorthair,2,5.4,Male
Gato,Himalayan,4,4.3,Female
Gato,Abyssinian,8,3.9,Female
Gato,Balinese,2,4.3,Male
Gato,Manx,2,4.8,Male
Gato,Siamese,8,3.8,Female
Gato,Munchkin,5,3.7,Male
Gato,Devon Rex,14,2.9,Female
Gato,Burmese,13,4.9,Female
Gato,American Shorthair,19,5.1,Female
Gato,Siberian,1,7.2,Female
Gato,Cornish Rex,12,4.5,Male
Gato,Burmese,3,5.8,Male
Gato,Bengal,14,6.4,Male
Gato,Bengal,5,6.1,Male
Gato,Russian Blue,17,3.3,Female
Gato,Himalayan,17,4.1,Female
Gato,Cornish Rex,11,3.5,Female
Gato,Tonkinese,12,3.5,Female
Gato,Manx,4,4.6,Female
Gato,Balinese,9,2.7,Female
Gato,Maine Coon,15,8.4,Male
Gato,Sphynx,1,3.8,Female
Gato,Manx,1,4.1,Female
Gato,Cornish Rex,3,3.3,Male
Gato,Ocicat,12,5.1,Male
Gato,Exotic Shorthair,6,5.1,Female
Gato,Maine Coon,3,8.8,Male
Gato,Egyptian Mau,8,3.1,Female
Gato,Chartreux,13,4.4,Male
Gato,Cornish Rex,12,3.8,Male
Gato,Egyptian Mau,2,4.4,Male
Gato,Tonkinese,17,4.9,Male
Gato,Tonkinese,19,5.1,Male
Gato,Abyssinian,19,4.0,Male
Gato,Oriental,15,4.3,Male
Gato,Himalayan,16,4.4,Male
Gato,Oriental,16,3.9,Male
Gato,Tonkinese,6,4.2,Female
Gato,Persian,2,4.2,Female
Gato,Egyptian Mau,11,4.7,Female
Gato,Burmese,3,4.5,Male
Gato,Bengal,9,4.3,Female
Gato,Himalayan,16,5.0,Male
Gato,Balinese,8,4.2,Male
Gato,Chartreux,13,7.0,Male
Gato,Devon Rex,4,3.3,Male
Gato,Ragdoll,2,7.0,Female
Gato,Scottish Fold,17,5.7,Male
Gato,Maine Coon,18,9.1,Male
Gato,Balinese,17,3.1,Female
Gato,Bengal,6,5.9,Male
Gato,Bengal,11,4.2,Female
Gato,Devon Rex,18,4.2,Male
Gato,Devon Rex,14,3.8,Male
Gato,Norwegian Forest,1,8.8,Male
Gato,Scottish Fold,2,5.3,Male
Gato,Siberian,7,7.4,Male
Gato,Birman,10,4.2,Female
Gato,Ocicat,6,5.9,Male
Gato,Savannah,13,8.5,Female
Gato,Balinese,11,2.8,Female
Gato,British Shorthair,17,6.5,Female
Gato,Oriental,18,3.8,Female
Gato,Munchkin,5,3.3,Female
Gato,Ocicat,15,4.6,Female
Gato,Norwegian Forest,14,8.5,Male
Gato,Ragdoll,18,5.4,Female
Gato,Egyptian Mau,7,5.5,Male
Gato,Russian Blue,11,4.1,Male
Gato,American Shorthair,6,5.4,Male
Gato,Himalayan,5,3.9,Female
Gato,Scottish Fold,5,4.7,Male
Gato,Siamese,19,4.0,Male
Gato,Maine Coon,19,8.0,Female
Gato,Savannah,11,6.0,Female
Gato,Ragdoll,12,6.7,Female
Gato,Russian Blue,15,4.0,Male
Gato,Bengal,17,5.2,Female
Gato,Singapura,2,2.8,Female
Gato,Maine Coon,9,6.2,Female
Gato,Himalayan,8,5.5,Male
Gato,Persian,6,6.3,Male
Gato,Abyssinian,16,4.0,Female
Gato,Burmese,10,3.8,Female
Gato,Singapura,1,3.0,Male
Gato,Bengal,15,6.5,Male
Gato,Ragdoll,3,5.4,Female
Gato,Sphynx,5,5.2,Male
Gato,British Shorthair,1,6.3,Male
Gato,Ragdoll,6,6.9,Female
Gato,Siamese,18,2.6,Female
Gato,Manx,5,4.3,Male
Gato,Birman,1,5.5,Male
Gato,Munchkin,18,3.3,Female
Gato,Maine Coon,18,8.2,Female
Gato,Munchkin,9,4.0,Male
Gato,Bengal,10,4.5,Female
Gato,Singapura,5,2.3,Female
Gato,Persian,10,4.5,Male
Gato,Burmese,13,4.0,Female
Gato,Siberian,17,4.7,Female
Gato,Egyptian Mau,4,4.8,Female
Gato,Oriental,1,3.4,Male
Gato,Chartreux,15,3.4,Female
Gato,Sphynx,1,3.4,Female
Gato,Maine Coon,12,5.3,Female
Gato,Abyssinian,2,3.3,Female
Gato,Exotic Shorthair,19,4.8,Female
Gato,Birman,15,3.5,Female
Gato,Tonkinese,13,3.7,Female
Gato,Balinese,9,3.9,Female
Gato,Abyssinian,6,4.5,Male
Gato,Ragdoll,3,6.5,Female
Gato,Chartreux,18,4.0,Female
Gato,Ocicat,16,3.9,Female
Gato,Russian Blue,4,3.5,Female
Gato,Ragdoll,17,7.3,Female
Gato,British Shorthair,19,5.6,Female
Gato,Balinese,6,3.8,Male
Gato,Abyssinian,19,4.3,Male
Gato,Egyptian Mau,8,5.7,Male
Gato,Persian,18,4.5,Female
Gato,Sphynx,5,4.8,Male
Gato,Ocicat,14,5.5,Female
Gato,Savannah,16,7.6,Female
Gato,Oriental,15,4.4,Male
Gato,Egyptian Mau,19,3.4,Female
Gato,Abyssinian,1,3.8,Male
Gato,Chartreux,5,6.9,Male
Gato,Sphynx,7,4.8,Male
Gato,Munchkin,13,3.4,Male
Gato,Birman,4,4.8,Male
Gato,Savannah,19,7.3,Male
Gato,Turkish Angora,14,4.7,Male
Gato,Persian,18,3.5,Female
Gato,Birman,2,4.3,Female
Gato,Egyptian Mau,19,5.1,Male
Gato,British Shorthair,13,6.1,Male
Gato,Manx,16,3.5,Female
Gato,Scottish Fold,8,5.6,Male
Gato,Egyptian Mau,3,4.4,Male
Gato,Siamese,8,2.6,Female
Gato,Cornish Rex,17,3.5,Female
Gato,Persian,2,3.8,Female
Gato,Egyptian Mau,17,3.8,Female
Gato,Singapura,14,2.2,Female
Gato,Turkish Angora,6,4.8,Male
Gato,Persian,19,4.9,Male
Gato,Egyptian Mau,17,4.5,Male
Gato,British Shorthair,13,4.8,Female
Gato,Maine Coon,5,5.4,Female
Gato,Russian Blue,17,3.5,Female
Gato,Ocicat,15,3.7,Female
Gato,Manx,9,4.4,Male
Gato,American Shorthair,15,5.7,Male
Gato,Siberian,18,8.6,Male
Gato,Oriental,11,3.5,Male
Gato,Bengal,15,4.0,Female
Gato,Manx,7,4.7,Female
Gato,Exotic Shorthair,14,6.3,Male
Gato,Ocicat,5,5.0,Female
Gato,Himalayan,16,4.5,Male
Gato,Ragdoll,15,5.7,Female
Gato,Siamese,11,2.8,Female
Gato,Balinese,12,2.7,Female
Gato,Siberian,15,5.2,Female
Gato,Manx,12,4.2,Female
Gato,Norwegian Forest,3,6.9,Male
Gato,Cornish Rex,1,3.3,Female
Gato,Bengal,15,4.2,Female
Gato,Oriental,7,3.9,Male
Gato,Bengal,19,6.5,Male
Gato,Himalayan,15,5.8,Male
Gato,American Shorthair,14,4.2,Female
Gato,Siberian,13,5.9,Female
Gato,Siberian,6,6.7,Male
Gato,Cornish Rex,9,3.3,Male
Gato,Siamese,9,3.7,Female
Gato,Ragdoll,16,5.0,Female
Gato,Oriental,11,3.2,Female
Gato,Singapura,11,2.5,Female
Gato,Cornish Rex,18,2.7,Female
Gato,Singapura,1,2.6,Male
Gato,Tonkinese,8,4.2,Male
Gato,Tonkinese,7,5.4,Male
Gato,Russian Blue,3,4.0,Female
Gato,Norwegian Forest,2,5.2,Female
Gato,Siamese,17,2.6,Female
Gato,Singapura,14,2.6,Female
Gato,Egyptian Mau,18,3.2,Female
Gato,British Shorthair,8,6.8,Male
Gato,Turkish Angora,2,4.6,Male
Gato,Devon Rex,3,3.1,Female
Gato,Exotic Shorthair,1,4.1,Female
Gato,Munchkin,19,3.1,Male
Gato,Norwegian Forest,7,5.8,Male
Gato,Singapura,7,2.4,Female
Gato,Birman,4,5.3,Male
Gato,Persian,5,3.6,Female
Gato,Scottish Fold,19,4.1,Female
Gato,Savannah,7,9.8,Male
Gato,Siberian,15,4.2,Female
Gato,Abyssinian,16,3.2,Female
Gato,British Shorthair,18,4.9,Female
Gato,Siberian,2,7.9,Male
Gato,Chartreux,10,5.5,Male
Gato,Norwegian Forest,18,6.4,Female
Gato,Oriental,12,4.8,Male
Gato,British Shorthair,1,6.0,Female
Gato,Chartreux,4,5.6,Female
Gato,Savannah,5,10.0,Male
Gato,American Shorthair,16,5.4,Female
Gato,Abyssinian,6,4.8,Male
Gato,Munchkin,5,3.2,Female
Gato,Maine Coon,10,7.9,Female
Gato,Oriental,17,4.0,Female
Gato,Siamese,17,3.3,Female
Gato,American Shorthair,6,6.2,Male
Gato,Munchkin,1,3.0,Female
Gato,Turkish Angora,4,4.8,Male
Gato,Sphynx,9,4.6,Male
Gato,Ocicat,10,6.6,Male
Gato,Tonkinese,11,5.1,Male
Gato,Bengal,7,5.7,Female
Gato,Exotic Shorthair,13,4.0,Female
Gato,American Shorthair,12,6.3,Male
Gato,Munchkin,3,3.8,Male
Gato,Turkish Angora,18,4.9,Male
Gato,Exotic Shorthair,8,6.3,Male
Gato,American Shorthair,8,6.0,Male
Gato,Maine Coon,7,6.9,Female
Gato,Russian Blue,6,4.1,Male
Gato,Persian,10,6.4,Male
Gato,Oriental,13,2.9,Female
Gato,Devon Rex,9,3.4,Female
Gato,Siamese,2,4.7,Male
Gato,Birman,15,4.6,Male
Gato,Egyptian Mau,14,4.5,Male
Gato,Exotic Shorthair,16,3.9,Female
Gato,Scottish Fold,5,4.7,Female
Gato,Devon Rex,3,3.9,Male
Gato,Singapura,8,2.1,Female
Gato,Ocicat,14,6.4,Male
Gato,Burmese,9,3.5,Female
Gato,Burmese,6,4.7,Female
Gato,Maine Coon,8,8.1,Male
Gato,Persian,16,4.7,Male
Gato,Sphynx,16,3.1,Female
Gato,Burmese,10,5.0,Male
Gato,Siamese,10,3.2,Female
Gato,Norwegian Forest,12,6.4,Female
Gato,Ragdoll,4,7.4,Male
Gato,Munchkin,8,2.8,Female
Gato,Turkish Angora,19,2.9,Female
Gato,Sphynx,9,3.5,Female
Gato,Savannah,2,10.7,Male
Gato,Egyptian Mau,4,3.3,Female
Gato,Burmese,19,6.0,Male
Gato,British Shorthair,18,6.2,Male
Gato,Balinese,15,2.6,Female
Gato,British Shorthair,11,6.0,Male
Gato,Munchkin,11,3.1,Male
Gato,Egyptian Mau,12,5.6,Male
Gato,British Shorthair,14,5.3,Female
Gato,Siamese,15,3.9,Male
Gato,Munchkin,6,3.7,Male
Gato,Munchkin,11,3.1,Female
Gato,British Shorthair,8,7.8,Male
Gato,Sphynx,18,5.4,Male
